headline,web_url,pub_date,byline,section,full_text
Denied a Second Chance at a Normal Senior Year,https://www.nytimes.com/2024/04/26/style/campus-protests-college-graduation.html,2024-04-26T15:42:41+0000,"By Callie Holtermann, Sandra E. Garcia and Frank Rojas",Style,
Five International Movies to Stream Now,https://www.nytimes.com/2024/12/13/movies/international-movies-streaming.html,2024-12-13T17:05:05+0000,By Devika Girish,Movies,
"Harvard’s Board Unites Behind Its President, but Its Campus Remains Splintered",https://www.nytimes.com/2023/12/12/us/harvard-president-claudine-gay.html,2023-12-12T13:26:53+0000,"By Jeremy W. Peters, Dana Goldstein and Anemona Hartocollis",U.S.,
"For Columbia and a Powerful Donor, Months of Talks and Millions at Risk",https://www.nytimes.com/2024/05/10/us/columbia-university-donor-angelica-berrie.html,2024-05-10T09:04:22+0000,By Alan Blinder,U.S.,
How Humans Failed Racehorses,https://www.nytimes.com/2024/05/05/briefing/kentucky-derby-race-horses.html,2024-05-05T11:38:45+0000,By Joe Drape,Briefing,
The Brooklyn Museum Is Progressive. Why Is the Left Attacking It?,https://www.nytimes.com/2024/06/14/nyregion/brooklyn-museum-protests.html,2024-06-14T07:00:18+0000,By Ginia Bellafante,New York,
University of Chicago President Says ‘Encampment Cannot Continue’,https://www.nytimes.com/2024/05/03/us/university-of-chicago-protest.html,2024-05-03T17:56:55+0000,By Mitch Smith and Robert Chiarito,U.S.,
Debate Over Plagiarism Allegations Against Claudine Gay Adds to Pressures at Harvard,https://www.nytimes.com/2023/12/21/us/harvard-claudine-gay-plagiarism-antisemitism-israel-palestine-protests.html,2023-12-22T02:25:41+0000,"By Sarah Mervosh, Dana Goldstein, Jennifer Schuessler and Anemona Hartocollis",U.S.,
Thursday Briefing,https://www.nytimes.com/2024/01/10/briefing/houthi-red-sea-trump-ecuador.html,2024-01-11T04:57:10+0000,By Natasha Frost,Briefing,
Killing of Teacher and Hamas Assault Set a Jittery France on Edge,https://www.nytimes.com/2023/10/17/world/europe/france-teacher-attack-hamas.html,2023-10-17T04:02:01+0000,By Catherine Porter and Aurelien Breeden,World,
Dozens of Yale Students Arrested During Campus Protests,https://www.nytimes.com/2024/04/22/us/yale-students-arrests-protests.html,2024-04-22T13:49:38+0000,"By Eliza Fawcett, Alan Blinder, Amanda Holpuch and Jacey Fortin",U.S.,
Trump Signs Order to Promote ‘Patriotic Education’ in the Classroom,https://www.nytimes.com/2025/01/29/us/politics/trump-executive-orders-schools-antisemitism-race-gender.html,2025-01-30T00:18:00+0000,By Zach Montague and Erica L. Green,U.S.,
2023 in Photos: A Weary World,https://www.nytimes.com/interactive/2023/world/year-in-pictures.html,2023-12-18T19:05:14+0000,,World,
"The Misogynistic, Bigoted and Crude Rally Remarks Trump Hasn’t Disavowed",https://www.nytimes.com/2024/10/28/us/politics/trump-msg-rally-speaker-remarks.html,2024-10-28T17:14:54+0000,By Maggie Astor,U.S.,
San Francisco Shop Owner Responds to Hate Crime With Message of Love,https://www.nytimes.com/2023/11/06/us/san-francisco-shop-owner-responds-to-hate-crime-with-message-of-love.html,2023-11-06T14:00:29+0000,By Heather Knight,U.S.,
A Holiday Tradition,https://www.nytimes.com/2024/11/28/briefing/thanksgiving-arguments.html,2024-11-28T11:45:03+0000,By Ian Prasad Philbrick,Briefing,
Trump Threatens Columbia With Millions in Cuts Over Antisemitism Claims,https://www.nytimes.com/2025/03/04/nyregion/trump-columbia-antisemitism.html,2025-03-04T21:26:35+0000,By Sharon Otterman,New York,
"Bomb Threats Hit Several States, but None Are Found Credible",https://www.nytimes.com/2024/11/05/us/politics/pollls-voting-bomb-threats.html,2024-11-05T19:11:22+0000,"By Richard Fausset, Michael Levenson and Neil Vigdor",U.S.,
Ramy Youssef: Mixing Vibes and Politics to Fierce Effect,https://www.nytimes.com/2024/03/20/arts/television/ramy-youssef-more-feelings-hbo.html,2024-03-20T19:00:43+0000,By Jason Zinoman,Arts,
Arizona Reinstated a 160-Year-Old Abortion Ban,https://www.nytimes.com/2024/04/09/briefing/abortion-ban-arizona-epa-pollution-rule.html,2024-04-09T21:38:14+0000,By Matthew Cullen,Briefing,
"Princess Reema, Bandar’s Daughter, Navigates Rough Waters in Washington",https://www.nytimes.com/2024/04/07/us/politics/saudi-arabia-reema-israel-washington.html,2024-04-07T09:00:12+0000,By Kate Kelly,U.S.,
"D.E.I. Official at University of Michigan Is Fired Over Antisemitism Claim, Lawyer Says",https://www.nytimes.com/2024/12/12/us/university-of-michigan-dei-administrator-antisemitism.html,2024-12-12T22:41:45+0000,By Stephanie Saul and Vimal Patel,U.S.,
What Is Happening at the Columbia School of Social Work?,https://www.nytimes.com/2023/12/07/opinion/social-work-columbia-ideology.html,2023-12-07T10:02:13+0000,By Pamela Paul,Opinion,
Starbucks Faces New Pressure Over Union Campaign,https://www.nytimes.com/2024/01/05/business/starbucks-union-workers-boycott.html,2024-01-05T10:01:45+0000,By Noam Scheiber,Business Day,
Has Hollywood Lost China?,https://www.nytimes.com/2024/01/28/briefing/chinese-box-office.html,2024-01-28T12:48:13+0000,By Desiree Ibekwe,Briefing,
A Music Festival Headlined by Alexandria Ocasio-Cortez,https://www.nytimes.com/2024/03/05/style/madsoul-festival-aoc-florida.html,2024-03-05T19:30:18+0000,By Rachel Janfaza,Style,
Inside Harris’s Big Economic Pitch,https://www.nytimes.com/2024/09/25/business/dealbook/harris-trump-economy.html,2024-09-25T11:55:27+0000,"By Andrew Ross Sorkin, Ravi Mattu, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Lauren Hirsch, Ephrat Livni and Theodore Schleifer",Business Day,
353 Ballet Dancers Set a Record,https://www.nytimes.com/2024/04/19/nyregion/ballet-dancers-on-point-record.html,2024-04-19T09:03:14+0000,By James Barron,New York,
"Patriotism, Diversity and the Election",https://www.nytimes.com/2024/05/30/briefing/senate-elections-democrats-2024.html,2024-05-30T10:14:18+0000,By David Leonhardt,Briefing,
Evacuees From Gaza Arrived in Egypt,https://www.nytimes.com/2023/11/01/briefing/gaza-evacuees-egypt-fed-interest-rates.html,2023-11-01T21:50:33+0000,By Matthew Cullen,Briefing,
Chappelle on ‘S.N.L.’: Nudging All of Us Toward Peaceful Change,https://www.nytimes.com/2025/01/19/arts/television/arts-television-saturday-night-live-recap.html,2025-01-19T13:59:53+0000,By Dave Itzkoff,Arts,
The One Thing Americans Remember About Biden,https://www.nytimes.com/interactive/2025/01/19/upshot/biden-memories-poll.html,2025-01-19T10:01:16+0000,By Ruth Igielnik and Christine Zhang,The Upshot,
The Fight Over Academic Freedom,https://www.nytimes.com/2024/02/16/arts/academic-freedom-harvard-universities.html,2024-02-16T10:04:04+0000,By Jennifer Schuessler,Arts,
Five Free Movies to Stream Now,https://www.nytimes.com/2025/02/21/movies/free-movies-streaming-gunda-farha.html,2025-02-21T10:01:43+0000,By Brandon Yu,Movies,
I Said the Era of Famines Might Be Ending. I Was Wrong.,https://www.nytimes.com/2024/03/09/opinion/famine-war-gaza.html,2024-03-09T12:00:13+0000,By Alex de Waal,Opinion,
What the University Presidents Got Right and Wrong About Antisemitic Speech,https://www.nytimes.com/2023/12/10/opinion/antisemitism-university-presidents.html,2023-12-10T14:00:05+0000,By David French,Opinion,
"Locks, Chains, Diversions: How Columbia Students Seized Hamilton Hall",https://www.nytimes.com/2024/05/02/nyregion/columbia-students-hamilton-hall.html,2024-05-02T20:48:26+0000,By Sharon Otterman and Chelsia Rose Marcius,New York,
House Censures Jamaal Bowman for False Fire Alarm,https://www.nytimes.com/2023/12/07/us/politics/jamaal-bowman-censure-fire-alarm.html,2023-12-07T10:02:37+0000,By Kayla Guo,U.S.,
‘Mo’ Review: An International Hustle,https://www.nytimes.com/2025/01/30/arts/television/mo-review-netflix.html,2025-01-30T17:56:52+0000,By Margaret Lyons,Arts,
Read Nemat Shafik’s Opening Remarks,https://www.nytimes.com/interactive/2024/04/17/us/shafik-statement-document.html,2024-04-17T14:40:39+0000,,U.S.,
Possible Paths to Israeli-Palestinian Peace,https://www.nytimes.com/2023/10/17/opinion/israel-palestinians-hamas-gaza.html,2023-10-17T16:34:58+0000,,Opinion,
France’s Far-Left Firebrand: Ready to Govern?,https://www.nytimes.com/2024/07/09/world/europe/france-election-left-melenchon.html,2024-07-09T10:48:21+0000,By Adam Nossiter,World,
Getting Back to Basics on Free Speech,https://www.nytimes.com/2024/05/06/opinion/greg-lukianoff-campus-speech.html,2024-05-06T09:02:20+0000,By Jane Coaston,Opinion,
What We Learned About Harris — and the Democrats — This Week,https://www.nytimes.com/2024/08/23/opinion/kamala-harris-speech-democratic-convention.html,2024-08-23T09:02:20+0000,"By Ross Douthat, Carlos Lozada and Lydia Polgreen",Opinion,
Transcript: Ezra Klein Talks About the State of the Union and Biden’s 2024 Campaign,https://www.nytimes.com/2024/03/12/podcasts/transript-ezra-klein-sotu-qa.html,2024-03-12T17:05:09+0000,,Podcasts,
Here’s What 13 Biden and Trump Voters Agreed On About 2023,https://www.nytimes.com/interactive/2023/12/29/opinion/2023-america-focus-group.html,2023-12-29T10:03:34+0000,By Patrick Healy and Frank Luntz,Opinion,
Kamala Came to Slay,https://www.nytimes.com/2024/08/23/opinion/kamala-harris-speech.html,2024-08-23T07:15:20+0000,By Maureen Dowd,Opinion,
The Victims in the Israel-Hamas War,https://www.nytimes.com/2023/10/12/opinion/israel-gaza-hamas-victims.html,2023-10-12T15:36:23+0000,,Opinion,
Seeking Answers on Israel and Palestine,https://www.nytimes.com/2024/04/08/opinion/israel-palestine-two-state-solution.html,2024-04-08T16:44:24+0000,,Opinion,
"Mia Khalifa’s Messy World of Money, Sex and Activism",https://www.nytimes.com/2024/10/19/magazine/mia-khalifa-interview.html,2024-10-19T09:15:11+0000,By David Marchese,Magazine,
Censoring Games,https://www.nytimes.com/2025/02/23/briefing/censoring-games.html,2025-02-23T12:36:59+0000,By German Lopez,Briefing,
"Jimmy Carter, Peacemaking President Amid Crises, Is Dead at 100",https://www.nytimes.com/2024/12/29/us/politics/jimmy-carter-dead.html,2024-12-29T21:33:18+0000,By Peter Baker and Roy Reed,U.S.,
The University of Michigan Doubled Down on D.E.I. What Went Wrong?,https://www.nytimes.com/2024/10/16/magazine/dei-university-michigan.html,2024-10-16T09:00:19+0000,By Nicholas Confessore,Magazine,
"American Jews, Liberalism and Zionism",https://www.nytimes.com/2024/03/25/opinion/us-jews-israel-liberalism-zionism.html,2024-03-25T16:50:37+0000,,Opinion,
"Jimmy Carter’s Life, in 17 Objects",https://www.nytimes.com/2024/12/31/us/jimmy-carter-17-objects.html,2024-12-31T10:00:17+0000,By Bill Marsh and Tony Cenicola,U.S.,
Schumer’s Strong Condemnation of Netanyahu,https://www.nytimes.com/2024/03/15/opinion/schumer-netanyahu-israel.html,2024-03-15T16:43:50+0000,,Opinion,
"Your Questions on Open Conventions, a Gaza Schism and Biden’s Chances",https://www.nytimes.com/2024/02/23/opinion/open-conventions-gaza-biden.html,2024-02-23T10:03:11+0000,By ‘The Ezra Klein Show',Opinion,
Does Israel Need ‘Tough Love’ From the U.S.?,https://www.nytimes.com/2023/12/29/opinion/letters/israel-tough-love.html,2023-12-29T18:22:28+0000,,Opinion,
Ethical and Strategic Issues Facing Israel,https://www.nytimes.com/2023/10/16/opinion/letters/israel-gaza-hamas.html,2023-10-16T17:27:56+0000,,Opinion,
A ‘Changed Landscape’: Voices From Israel,https://www.nytimes.com/2024/05/15/opinion/israel-gaza-war.html,2024-05-15T16:16:17+0000,,Opinion,
Mary Weiss Influenced Musicians From the Ramones to Amy Winehouse,https://www.nytimes.com/interactive/2024/12/20/magazine/mary-weiss-shangri-las.html,2024-12-20T20:33:24+0000,By Rob Hoerburger,Magazine,
Shelley Duvall Made Her Mark Well Before ‘The Shining’,https://www.nytimes.com/interactive/2024/12/20/magazine/shelley-duvall-actor.html,2024-12-20T20:36:20+0000,By Anthony Giardina,Magazine,
Angela Bofill Sang What She Could Until the End,https://www.nytimes.com/interactive/2024/12/20/magazine/angela-bofill-singer.html,2024-12-20T20:42:53+0000,By Danyel Smith,Magazine,
How Wally Amos Lost It All — and Found Something New in the Wreckage,https://www.nytimes.com/interactive/2024/12/20/magazine/famous-amos-cookies.html,2024-12-20T20:44:27+0000,By Brett Martin,Magazine,
"The Rise and Fall of Ivan Boesky, Notorious Inside Trader",https://www.nytimes.com/interactive/2024/12/20/magazine/ivan-boesky-greed.html,2024-12-20T20:38:37+0000,By Jonathan Mahler,Magazine,
Bob Newhart’s Comedy Left a Lot Unsaid,https://www.nytimes.com/interactive/2024/12/20/magazine/bob-newhart-comedy.html,2024-12-20T20:40:02+0000,By Susan Dominus,Magazine,
The Orphaned Sea Otter Who Became a Foster Mom to 15 Pups,https://www.nytimes.com/interactive/2024/12/20/magazine/rosa-sea-otter.html,2024-12-20T20:45:53+0000,By Malia Wollan,Magazine,
Jerry West Was the N.B.A.’s Tortured Genius,https://www.nytimes.com/interactive/2024/12/20/magazine/jerry-west-basketball.html,2024-12-20T20:29:53+0000,By Sam Dolnick,Magazine,
Naomi Feil Developed a Radical Approach to Caring for Dementia Patients,https://www.nytimes.com/interactive/2024/12/20/magazine/naomi-feil-dementia.html,2024-12-20T20:46:30+0000,By Daniel Bergner,Magazine,
How Edward Stone Resolved NASA’s Scientific Turf Wars,https://www.nytimes.com/interactive/2024/12/20/magazine/edward-stone-nasa.html,2024-12-20T20:35:07+0000,By Jon Gertner,Magazine,
James Earl Jones Found His Voice Through Silence,https://www.nytimes.com/interactive/2024/12/20/magazine/james-earl-jones-voice.html,2024-12-20T20:28:47+0000,By Reginald Dwayne Betts,Magazine,
Eleanor Coppola’s Frustrated Ambitions,https://www.nytimes.com/interactive/2024/12/20/magazine/eleanor-coppola-sofia.html,2024-12-20T20:37:18+0000,By Irina Aleksander,Magazine,
Hettie Jones Helped Kickstart New York’s Beat Scene,https://www.nytimes.com/interactive/2024/12/20/magazine/hettie-jones-poet.html,2024-12-20T20:42:06+0000,By Jordan Kisner,Magazine,
Peter Buxtun Refused to Give Up,https://www.nytimes.com/interactive/2024/12/20/magazine/peter-buxtun-tuskegee-study.html,2024-12-20T20:41:28+0000,By Maggie Jones,Magazine,
Were Pete Rose’s Sins Ahead of His Time?,https://www.nytimes.com/interactive/2024/12/20/magazine/pete-rose-baseball.html,2024-12-20T20:43:38+0000,By Matt Flegenheimer,Magazine,
Gena Rowlands Refused to Play the Traditional Woman,https://www.nytimes.com/interactive/2024/12/20/magazine/gena-rowlands-actor.html,2024-12-20T20:27:52+0000,By Ismail Muhammad,Magazine,
Dr. Ruth and Phil Donahue Answered Life’s Big Questions,https://www.nytimes.com/interactive/2024/12/20/magazine/dr-ruth-phil-donahue-tv.html,2024-12-20T20:38:04+0000,By Wesley Morris,Magazine,
Frankie Beverly Created America’s No. 1 Cookout Song,https://www.nytimes.com/interactive/2024/12/20/magazine/frankie-beverly-music.html,2024-12-20T20:32:07+0000,By Nikole Hannah-Jones,Magazine,
When Willie Mays Was Banned From Baseball,https://www.nytimes.com/interactive/2024/12/20/magazine/willie-mays-baseball-banned.html,2024-12-20T20:34:36+0000,By Devin Gordon,Magazine,
The Lives They Lived,https://www.nytimes.com/interactive/2024/12/20/magazine/people-who-died.html,2024-12-20T20:26:40+0000,,Magazine,
Michaela DePrince Danced as if She Were Sprinkled With Pixie Dust,https://www.nytimes.com/interactive/2024/12/20/magazine/michaela-deprince-dance.html,2024-12-20T20:34:06+0000,By Niela Orr,Magazine,
Janice Burgess Combined High Culture With Childish Delight,https://www.nytimes.com/interactive/2024/12/20/magazine/janice-burgess-backyardians.html,2024-12-20T20:40:50+0000,By Sam Anderson,Magazine,
Paul Auster’s Life and Work Were Marked by Death,https://www.nytimes.com/interactive/2024/12/20/magazine/paul-auster-writer.html,2024-12-20T20:35:49+0000,By Matthew Shaer,Magazine,
Fearful of Trump’s Autocratic Ambitions,https://www.nytimes.com/2023/11/29/opinion/donald-trump-autocrat.html,2023-11-29T17:03:19+0000,,Opinion,
The Issues That Matter Most to Teenagers in This Election,https://www.nytimes.com/2024/10/31/learning/the-issues-that-matter-most-to-teenagers-in-this-election.html,2024-10-31T20:47:33+0000,By The Learning Network,The Learning Network,
"What Is It About Robert F. Kennedy Jr., Anyway? 12 Voters Explain His Appeal.",https://www.nytimes.com/interactive/2024/06/25/opinion/focus-group-rfk-biden-trump.html,2024-06-25T05:00:01+0000,"By Adrian J. Rivera, Patrick Healy and Margie Omero",Opinion,
100 Notable Books of 2024,https://www.nytimes.com/interactive/2024/11/26/books/notable-books.html,2024-11-26T12:54:22+0000,By The New York Times Books Staff,Books,
Life With Alzheimer’s: Families’ Stories,https://www.nytimes.com/2024/06/19/opinion/alzheimers-dementia-eldercare.html,2024-06-19T15:03:33+0000,,Opinion,
The 100 Best Restaurants in New York City in 2024,https://www.nytimes.com/interactive/2024/dining/best-nyc-restaurants.html,2024-04-01T23:26:52+0000,By Pete Wells,Food,
"Justices Speak, and Are Greeted With Dissent",https://www.nytimes.com/2024/05/16/opinion/supreme-court-thomas-kavanaugh-alito.html,2024-05-16T16:01:27+0000,,Opinion,
Turmoil Over Student Support for Hamas,https://www.nytimes.com/2023/10/20/opinion/letters/students-hamas-israel-gaza.html,2023-10-20T16:37:37+0000,,Opinion,
The Trump-Haley Race After New Hampshire,https://www.nytimes.com/2024/01/24/opinion/trump-haley-new-hampshire-2024-election.html,2024-01-24T17:51:01+0000,,Opinion,
Student Activism Over Gaza: Admirable or Ill Informed?,https://www.nytimes.com/2024/05/21/opinion/student-protests-israel-gaza.html,2024-05-21T15:41:59+0000,,Opinion,
